method,K,objective_ratio_mean,objective_ratio_se,time_mean,time_se,success_rate,n,case,title,family
SGA,20,0.9775714402032806,0.0010968398088074,0.0120165999881767,0.0006393562242212,1.0,12,packing,Packing,packing
SGA,30,0.9775714402032806,0.0010968398088074,0.0129780416609719,0.0004101123705348,1.0,12,packing,Packing,packing
SGA,40,0.9775714402032806,0.0010968398088074,0.0129757499865566,0.0006389212511648,1.0,12,packing,Packing,packing
SGA,50,0.9775714402032806,0.0010968398088074,0.0099697666397938,0.0006016924087858,1.0,12,packing,Packing,packing
CostOnly,5,0.9999692640245352,5.688208958008172e-06,0.0114235166596093,0.0008215185898637,1.0,12,maxflow,MaxFlow,maxflow
CostOnly,10,0.99996416383423,4.771743552086216e-06,0.0137987166526726,0.0008749285600796,1.0,12,maxflow,MaxFlow,maxflow
CostOnly,20,0.9999655935275084,3.868247862032776e-06,0.0200071583288565,0.0012373964708953,1.0,12,maxflow,MaxFlow,maxflow
CostOnly,30,0.9999655935275084,3.868247862032776e-06,0.0298647666641044,0.001835182142658,1.0,12,maxflow,MaxFlow,maxflow
CostOnly,40,0.9999655935275084,3.868247862032776e-06,0.0388623166751736,0.001388049458809,1.0,12,maxflow,MaxFlow,maxflow
CostOnly,50,0.9999655935275084,3.868247862032776e-06,0.0446801333552381,0.0019937271901343,1.0,12,maxflow,MaxFlow,maxflow
Full,5,1.0,0.0,0.0090098749982037,0.0005222500510645,1.0,12,maxflow,MaxFlow,maxflow
Full,10,1.0,0.0,0.0090098749982037,0.0005222500510645,1.0,12,maxflow,MaxFlow,maxflow
Full,20,1.0,0.0,0.0090098749982037,0.0005222500510645,1.0,12,maxflow,MaxFlow,maxflow
Full,30,1.0,0.0,0.0090098749982037,0.0005222500510645,1.0,12,maxflow,MaxFlow,maxflow
Full,40,1.0,0.0,0.0090098749982037,0.0005222500510645,1.0,12,maxflow,MaxFlow,maxflow
Full,50,1.0,0.0,0.0090098749982037,0.0005222500510645,1.0,12,maxflow,MaxFlow,maxflow
OursEstC,5,0.9999593529345232,4.519465516694941e-06,0.0033165333249295,5.0193466366842055e-05,1.0,12,maxflow,MaxFlow,maxflow
OursEstC,10,0.9999593529345232,4.519465516694941e-06,0.0033165333249295,5.0193466366842055e-05,1.0,12,maxflow,MaxFlow,maxflow
OursEstC,20,0.9999593529345232,4.519465516694941e-06,0.0033165333249295,5.0193466366842055e-05,1.0,12,maxflow,MaxFlow,maxflow
OursEstC,30,0.9999593529345232,4.519465516694941e-06,0.0033165333249295,5.0193466366842055e-05,1.0,12,maxflow,MaxFlow,maxflow
OursEstC,40,0.9999593529345232,4.519465516694941e-06,0.0033165333249295,5.0193466366842055e-05,1.0,12,maxflow,MaxFlow,maxflow
OursEstC,50,0.9999593529345232,4.519465516694941e-06,0.0033165333249295,5.0193466366842055e-05,1.0,12,maxflow,MaxFlow,maxflow
PCA,5,0.999978830015935,3.3432370502031714e-06,0.0060314333240966,0.000546710255232,1.0,12,maxflow,MaxFlow,maxflow
PCA,10,0.9999947035858736,1.1832507233244378e-06,0.0069272666781519,0.000280256629205,1.0,12,maxflow,MaxFlow,maxflow
PCA,20,1.0,3.3474483693592247e-17,0.0110901249960685,0.0008318768188555,1.0,12,maxflow,MaxFlow,maxflow
PCA,30,1.0,4.321537262272485e-17,0.0119483249824648,0.0006796987195521,1.0,12,maxflow,MaxFlow,maxflow
PCA,40,1.0,4.321537262272485e-17,0.0124844916475315,0.000817280680296,1.0,12,maxflow,MaxFlow,maxflow
PCA,50,1.0,4.321537262272485e-17,0.0133579000054547,0.001122187663085,1.0,12,maxflow,MaxFlow,maxflow
Rand,5,2.7693830773024613e-09,6.620091776687956e-10,0.0036924444430041,0.0001662497654407,1.0,36,maxflow,MaxFlow,maxflow
Rand,10,9.758541079377209e-09,6.67505768615299e-10,0.0040195388816451,0.0002243929867841,1.0,36,maxflow,MaxFlow,maxflow
Rand,20,1.6609903889436472e-08,5.61733002910365e-10,0.0036458194469256,0.0001891763591529,1.0,36,maxflow,MaxFlow,maxflow
Rand,30,3.743429157761304e-08,1.515239561550721e-09,0.0043427833459442,0.000167995404648,1.0,36,maxflow,MaxFlow,maxflow
Rand,40,3.8818999333049346e-08,1.8523514595947386e-09,0.004110211115201,0.0001512971964868,1.0,36,maxflow,MaxFlow,maxflow
Rand,50,3.348068337674021e-08,1.0062726735861402e-09,0.0042996555469774,0.0001928732372027,1.0,36,maxflow,MaxFlow,maxflow
SGA,5,0.999957317715641,2.98569641516361e-06,0.00697487500535,0.0001425816297859,1.0,12,maxflow,MaxFlow,maxflow
SGA,10,0.999957317715641,2.98569641516361e-06,0.0077550833229906,0.0004942648739464,1.0,12,maxflow,MaxFlow,maxflow
SGA,20,0.999965759979279,2.949854804610362e-06,0.0116419000163053,0.0003452152851163,1.0,12,maxflow,MaxFlow,maxflow
SGA,30,0.999965759979279,2.949854804610362e-06,0.0134005750199623,0.0005980929730266,1.0,12,maxflow,MaxFlow,maxflow
SGA,40,0.999965759979279,2.949854804610362e-06,0.0141545166649544,0.0006193762241078,1.0,12,maxflow,MaxFlow,maxflow
SGA,50,0.999965759979279,2.949854804610362e-06,0.0150606916771114,0.0006803349766624,1.0,12,maxflow,MaxFlow,maxflow
CostOnly,5,0.6555030217401264,0.000224832965404,0.0150061500219938,0.0014390047010767,1.0,12,mincostflow,MinCostFlow,mincostflow
CostOnly,10,0.6555030227476816,0.0002248329736652,0.0179080416855867,0.0007454443180027,1.0,12,mincostflow,MinCostFlow,mincostflow
CostOnly,20,0.6555030236086011,0.0002248329855,0.0319975916742501,0.0016156464437638,1.0,12,mincostflow,MinCostFlow,mincostflow
CostOnly,30,0.655503024011377,0.0002248329729179,0.0430458833288866,0.0015475904318801,1.0,12,mincostflow,MinCostFlow,mincostflow
CostOnly,40,0.655503024011377,0.0002248329729179,0.0597052999946754,0.0017540607219099,1.0,12,mincostflow,MinCostFlow,mincostflow
CostOnly,50,0.655503024011377,0.0002248329729179,0.0729047583299688,0.002316987293702,1.0,12,mincostflow,MinCostFlow,mincostflow
Full,5,1.0,0.0,0.4439433666799838,0.0091474323074297,1.0,12,mincostflow,MinCostFlow,mincostflow
Full,10,1.0,0.0,0.4439433666799838,0.0091474323074297,1.0,12,mincostflow,MinCostFlow,mincostflow
Full,20,1.0,0.0,0.4439433666799838,0.0091474323074297,1.0,12,mincostflow,MinCostFlow,mincostflow
Full,30,1.0,0.0,0.4439433666799838,0.0091474323074297,1.0,12,mincostflow,MinCostFlow,mincostflow
Full,40,1.0,0.0,0.4439433666799838,0.0091474323074297,1.0,12,mincostflow,MinCostFlow,mincostflow
Full,50,1.0,0.0,0.4439433666799838,0.0091474323074297,1.0,12,mincostflow,MinCostFlow,mincostflow
OursEstC,5,0.9999472864315836,3.577157100525376e-05,0.0048751666618045,0.0001759390431194,1.0,12,mincostflow,MinCostFlow,mincostflow
OursEstC,10,0.9999472864315836,3.577157100525376e-05,0.0048751666618045,0.0001759390431194,1.0,12,mincostflow,MinCostFlow,mincostflow
OursEstC,20,0.9999472864315836,3.577157100525376e-05,0.0048751666618045,0.0001759390431194,1.0,12,mincostflow,MinCostFlow,mincostflow
OursEstC,30,0.9999472864315836,3.577157100525376e-05,0.0048751666618045,0.0001759390431194,1.0,12,mincostflow,MinCostFlow,mincostflow
OursEstC,40,0.9999472864315836,3.577157100525376e-05,0.0048751666618045,0.0001759390431194,1.0,12,mincostflow,MinCostFlow,mincostflow
OursEstC,50,0.9999472864315836,3.577157100525376e-05,0.0048751666618045,0.0001759390431194,1.0,12,mincostflow,MinCostFlow,mincostflow
PCA,5,0.655502359359111,0.0002248328486997,0.0058415000191113,0.0003018471945001,1.0,12,mincostflow,MinCostFlow,mincostflow
PCA,10,0.9998821830833604,3.8333812703924e-05,0.0095527249989875,0.0004108060778916,1.0,12,mincostflow,MinCostFlow,mincostflow
PCA,20,0.999999999999995,1.8400819452567038e-15,0.0212685333293241,0.0013132764883387,1.0,12,mincostflow,MinCostFlow,mincostflow
PCA,30,1.000000000000001,2.3250513069916974e-15,0.0286473249919556,0.0009715235021212,1.0,12,mincostflow,MinCostFlow,mincostflow
PCA,40,1.000000000000001,2.3250513069916974e-15,0.0311298666832347,0.0012890846351163,1.0,12,mincostflow,MinCostFlow,mincostflow
PCA,50,1.000000000000001,2.3250513069916974e-15,0.0406895500006308,0.0011263694348382,1.0,12,mincostflow,MinCostFlow,mincostflow
Rand,5,0.655502359359111,0.000126043972871,0.0059055222340652,0.0002050317660607,1.0,36,mincostflow,MinCostFlow,mincostflow
Rand,10,0.655502359359111,0.000126043972871,0.0079973583342507,0.000394246065871,1.0,36,mincostflow,MinCostFlow,mincostflow
Rand,20,0.655502359359111,0.000126043972871,0.0170786083132649,0.0007035282171485,1.0,36,mincostflow,MinCostFlow,mincostflow
Rand,30,0.655502359359111,0.000126043972871,0.0207345750208736,0.0007822320337881,1.0,36,mincostflow,MinCostFlow,mincostflow
Rand,40,0.655502359359111,0.000126043972871,0.0264844610970208,0.0012467205789372,1.0,36,mincostflow,MinCostFlow,mincostflow
Rand,50,0.655502359359111,0.000126043972871,0.037392297209913,0.0009793754597501,1.0,36,mincostflow,MinCostFlow,mincostflow
SGA,5,0.9944827382329628,0.0002910071209837,0.0099144749886666,0.0005520904391968,1.0,12,mincostflow,MinCostFlow,mincostflow
SGA,10,0.9944827382329628,0.0002910071209837,0.0170135333416206,0.0009053476422521,1.0,12,mincostflow,MinCostFlow,mincostflow
SGA,20,0.9994468078442956,0.000389969628511,0.0298275083284048,0.0009156007354742,1.0,12,mincostflow,MinCostFlow,mincostflow
SGA,30,0.9994468078442956,0.000389969628511,0.038595425003829,0.0009816478033692,1.0,12,mincostflow,MinCostFlow,mincostflow
SGA,40,0.9994468078442956,0.000389969628511,0.0514856416751474,0.0009075460124223,1.0,12,mincostflow,MinCostFlow,mincostflow
SGA,50,0.9994468078442956,0.000389969628511,0.0554899083314618,0.0014720115608529,1.0,12,mincostflow,MinCostFlow,mincostflow
CostOnly,5,0.9733312174018153,1.376906975617854e-06,0.010368150008919908,0.0004566438793997494,1.0,12,shortest_path,ShortestPath,shortest_path
CostOnly,10,0.9733312174091199,1.376905402122563e-06,0.012491425023957418,0.0006158502809820036,1.0,12,shortest_path,ShortestPath,shortest_path
CostOnly,20,0.973335271100851,1.0300046388531515e-06,0.01944091666761471,0.0005063205020007651,1.0,12,shortest_path,ShortestPath,shortest_path
CostOnly,30,0.973335271100851,1.0300046388531515e-06,0.0676081749940446,0.0020301398513945797,1.0,12,shortest_path,ShortestPath,shortest_path
CostOnly,40,0.973335271100851,1.0300046388531515e-06,0.0426789500052109,0.0005917270737515004,1.0,12,shortest_path,ShortestPath,shortest_path
CostOnly,50,0.973335271100851,1.0300046388531515e-06,0.06979040834509453,0.004985632936813663,1.0,12,shortest_path,ShortestPath,shortest_path
Full,5,1.0,0.0,0.3025029000030675,0.004277222834684034,1.0,12,shortest_path,ShortestPath,shortest_path
Full,10,1.0,0.0,0.3025029000030675,0.004277222834684034,1.0,12,shortest_path,ShortestPath,shortest_path
Full,20,1.0,0.0,0.3025029000030675,0.004277222834684034,1.0,12,shortest_path,ShortestPath,shortest_path
Full,30,1.0,0.0,0.3025029000030675,0.004277222834684034,1.0,12,shortest_path,ShortestPath,shortest_path
Full,40,1.0,0.0,0.3025029000030675,0.004277222834684034,1.0,12,shortest_path,ShortestPath,shortest_path
Full,50,1.0,0.0,0.3025029000030675,0.004277222834684034,1.0,12,shortest_path,ShortestPath,shortest_path
OursEstC,5,0.9999976471360995,9.390465055025103e-07,0.0041675500106066465,0.0001589994901288741,1.0,12,shortest_path,ShortestPath,shortest_path
OursEstC,10,0.9999976471360995,9.390465055025103e-07,0.0041675500106066465,0.0001589994901288741,1.0,12,shortest_path,ShortestPath,shortest_path
OursEstC,20,0.9999976471360995,9.390465055025103e-07,0.0041675500106066465,0.0001589994901288741,1.0,12,shortest_path,ShortestPath,shortest_path
OursEstC,30,0.9999976471360995,9.390465055025103e-07,0.0041675500106066465,0.0001589994901288741,1.0,12,shortest_path,ShortestPath,shortest_path
OursEstC,40,0.9999976471360995,9.390465055025103e-07,0.0041675500106066465,0.0001589994901288741,1.0,12,shortest_path,ShortestPath,shortest_path
OursEstC,50,0.9999976471360995,9.390465055025103e-07,0.0041675500106066465,0.0001589994901288741,1.0,12,shortest_path,ShortestPath,shortest_path
PCA,5,0.9733312097347455,1.3769071930660885e-06,0.005530241682815,5.5648035214763234e-05,1.0,12,shortest_path,ShortestPath,shortest_path
PCA,10,0.9733312097347455,1.3769071930660885e-06,0.008448808327860467,6.712230985904656e-05,1.0,12,shortest_path,ShortestPath,shortest_path
PCA,20,0.9733312097347455,1.3769071930660885e-06,0.014766950034148317,0.00012935000301260406,1.0,12,shortest_path,ShortestPath,shortest_path
PCA,30,0.9733312097347455,1.3769071930660885e-06,0.020316791662480634,0.00023211870302138665,1.0,12,shortest_path,ShortestPath,shortest_path
PCA,40,0.9733312097347455,1.3769071930660885e-06,0.046237383328843806,0.0016670030079556002,1.0,12,shortest_path,ShortestPath,shortest_path
PCA,50,0.9733312097347455,1.3769071930660885e-06,0.02442157499414553,0.0004411063310220757,1.0,12,shortest_path,ShortestPath,shortest_path
Rand,5,0.9733312097347455,7.71910572198036e-07,0.0031617138851692222,5.143628131129289e-05,1.0,36,shortest_path,ShortestPath,shortest_path
Rand,10,0.9733312097347455,7.71910572198036e-07,0.005410183334283275,0.00012059695194139437,1.0,36,shortest_path,ShortestPath,shortest_path
Rand,20,0.9733312097347455,7.71910572198036e-07,0.011520266652546986,0.0004950582825575255,1.0,36,shortest_path,ShortestPath,shortest_path
Rand,30,0.9733312097347455,7.71910572198036e-07,0.014119241671222733,0.0005937590534203056,1.0,36,shortest_path,ShortestPath,shortest_path
Rand,40,0.9733312097347455,7.71910572198036e-07,0.040887730551831786,0.0013597656192905572,1.0,36,shortest_path,ShortestPath,shortest_path
Rand,50,0.9733312097347455,7.71910572198036e-07,0.02479741666077942,0.0008617718857796825,1.0,36,shortest_path,ShortestPath,shortest_path
SGA,5,0.976450320047277,4.859255159409405e-07,0.005224399967119059,5.319289883337106e-05,1.0,12,shortest_path,ShortestPath,shortest_path
SGA,10,0.9773980442190645,7.59391313248246e-07,0.009250883342853384,9.549407354219004e-05,1.0,12,shortest_path,ShortestPath,shortest_path
SGA,20,0.9765943340703696,1.0429463491894763e-06,0.016451666655484535,0.00025727913754677796,1.0,12,shortest_path,ShortestPath,shortest_path
SGA,30,0.9863764978579977,5.46717385008334e-07,0.04572744166944173,0.0013222216064995205,1.0,12,shortest_path,ShortestPath,shortest_path
SGA,40,0.9863764978579977,5.46717385008334e-07,0.030124508319810606,0.0008119210539120083,1.0,12,shortest_path,ShortestPath,shortest_path
SGA,50,0.9863764978579977,5.46717385008334e-07,0.02170018332738736,0.00019510299084228098,1.0,12,shortest_path,ShortestPath,shortest_path
CostOnly,5,0.7037982111675284,0.0001150684725702,0.0093535250343847,0.0004965132057102,1.0,12,random_lp_A,RandomLP A,random_lp
CostOnly,10,0.7235555385826729,7.138510553712499e-05,0.0117858249771718,0.0006306547249243,1.0,12,random_lp_A,RandomLP A,random_lp
CostOnly,20,0.734579752522324,0.0001220288188792,0.0213697916769887,0.0015646432234733,1.0,12,random_lp_A,RandomLP A,random_lp
CostOnly,30,0.8255554646462823,0.0001104298884602,0.0294751666854911,0.0010542923742386,1.0,12,random_lp_A,RandomLP A,random_lp
CostOnly,40,0.8713685530581238,9.043780852465612e-05,0.0405476166827914,0.0016520542506167,1.0,12,random_lp_A,RandomLP A,random_lp
CostOnly,50,0.8913936945520217,0.0001684333405017,0.051917658332968,0.001316273915612,1.0,12,random_lp_A,RandomLP A,random_lp
Full,5,1.0,0.0,0.0799207166710402,0.0015821512041867,1.0,12,random_lp_A,RandomLP A,random_lp
Full,10,1.0,0.0,0.0799207166710402,0.0015821512041867,1.0,12,random_lp_A,RandomLP A,random_lp
Full,20,1.0,0.0,0.0799207166710402,0.0015821512041867,1.0,12,random_lp_A,RandomLP A,random_lp
Full,30,1.0,0.0,0.0799207166710402,0.0015821512041867,1.0,12,random_lp_A,RandomLP A,random_lp
Full,40,1.0,0.0,0.0799207166710402,0.0015821512041867,1.0,12,random_lp_A,RandomLP A,random_lp
Full,50,1.0,0.0,0.0799207166710402,0.0015821512041867,1.0,12,random_lp_A,RandomLP A,random_lp
OursEstC,5,1.0,1.5848910182055691e-16,0.0056549583290082,0.0004365744274666,1.0,12,random_lp_A,RandomLP A,random_lp
OursEstC,10,1.0,1.5848910182055691e-16,0.0056549583290082,0.0004365744274666,1.0,12,random_lp_A,RandomLP A,random_lp
OursEstC,20,1.0,1.5848910182055691e-16,0.0056549583290082,0.0004365744274666,1.0,12,random_lp_A,RandomLP A,random_lp
OursEstC,30,1.0,1.5848910182055691e-16,0.0056549583290082,0.0004365744274666,1.0,12,random_lp_A,RandomLP A,random_lp
OursEstC,40,1.0,1.5848910182055691e-16,0.0056549583290082,0.0004365744274666,1.0,12,random_lp_A,RandomLP A,random_lp
OursEstC,50,1.0,1.5848910182055691e-16,0.0056549583290082,0.0004365744274666,1.0,12,random_lp_A,RandomLP A,random_lp
PCA,5,0.1572170975434422,0.0001651244752831,0.0070167083467822,0.00024667328939,1.0,12,random_lp_A,RandomLP A,random_lp
PCA,10,0.1572170975434422,0.0001651244752831,0.0103906083289378,0.0005193100930394,1.0,12,random_lp_A,RandomLP A,random_lp
PCA,20,0.1572170975434422,0.0001651244752831,0.0162649999935334,0.0003767790067946,1.0,12,random_lp_A,RandomLP A,random_lp
PCA,30,0.1572170975434422,0.0001651244752831,0.0206226416630669,0.0006376827620401,1.0,12,random_lp_A,RandomLP A,random_lp
PCA,40,0.1572170975434422,0.0001651244752831,0.0222164583198415,0.0013638679033547,1.0,12,random_lp_A,RandomLP A,random_lp
PCA,50,0.1572170975434422,0.0001651244752831,0.0215852916880976,0.0005175600052148,1.0,12,random_lp_A,RandomLP A,random_lp
Rand,5,0.166098295158885,0.0003363207355767,0.0048180055681667,0.0002026318544824,1.0,36,random_lp_A,RandomLP A,random_lp
Rand,10,0.16755250963394,0.0002009017858763,0.0078529333243042,0.000385732294092,1.0,36,random_lp_A,RandomLP A,random_lp
Rand,20,0.1811788013738152,0.0007735599810034,0.0102525000014186,0.0002474202158083,1.0,36,random_lp_A,RandomLP A,random_lp
Rand,30,0.1948605102541695,0.0024951708518356,0.0145344611309054,0.0003748246296061,1.0,36,random_lp_A,RandomLP A,random_lp
Rand,40,0.2624960443427716,0.0075695531510719,0.018778536122732,0.0008115587652375,1.0,36,random_lp_A,RandomLP A,random_lp
Rand,50,0.2917701043955822,0.0044382712046908,0.0237513749905499,0.0008192733311625,1.0,36,random_lp_A,RandomLP A,random_lp
SGA,5,0.5131292518945202,0.0001585550821063,0.0069119250013802,8.121880070043982e-05,1.0,12,random_lp_A,RandomLP A,random_lp
SGA,10,0.5131292518945193,0.0001585550821064,0.011538399994606,0.0003453593951744,1.0,12,random_lp_A,RandomLP A,random_lp
SGA,20,0.5131292518945185,0.000158555082106,0.0197129583393688,0.0010794983430583,1.0,12,random_lp_A,RandomLP A,random_lp
SGA,30,0.5134662673443171,0.0001583462404181,0.0329716249931758,0.0019666888030434,1.0,12,random_lp_A,RandomLP A,random_lp
SGA,40,0.5134472723697702,0.0001583049401909,0.0371949250111355,0.0020798226961784,1.0,12,random_lp_A,RandomLP A,random_lp
SGA,50,0.5134777032588875,0.0001583452153677,0.0326535083198298,0.0007423790296971,1.0,12,random_lp_A,RandomLP A,random_lp
CostOnly,5,0.6174401800927837,0.0003038772005174,0.010840533330338,0.0008850639899855,1.0,12,random_lp_B,RandomLP B,random_lp
CostOnly,10,0.6517997519995934,0.0003471886966154,0.014058933360502,0.0012475463119617,1.0,12,random_lp_B,RandomLP B,random_lp
CostOnly,20,0.6603400211975937,0.0003054445869663,0.0280894083261955,0.0013829848085204,1.0,12,random_lp_B,RandomLP B,random_lp
CostOnly,30,0.7976249700419705,0.0002106388889489,0.0384109499864279,0.0020032941976311,1.0,12,random_lp_B,RandomLP B,random_lp
CostOnly,40,0.8542493411248318,0.0002141803883908,0.0481173999918003,0.0013026378460268,1.0,12,random_lp_B,RandomLP B,random_lp
CostOnly,50,0.8632149101761634,0.0001847165825713,0.0664908666900979,0.0028408005228017,1.0,12,random_lp_B,RandomLP B,random_lp
Full,5,1.0,0.0,0.1500022249917189,0.0040745214731272,1.0,12,random_lp_B,RandomLP B,random_lp
Full,10,1.0,0.0,0.1500022249917189,0.0040745214731272,1.0,12,random_lp_B,RandomLP B,random_lp
Full,20,1.0,0.0,0.1500022249917189,0.0040745214731272,1.0,12,random_lp_B,RandomLP B,random_lp
Full,30,1.0,0.0,0.1500022249917189,0.0040745214731272,1.0,12,random_lp_B,RandomLP B,random_lp
Full,40,1.0,0.0,0.1500022249917189,0.0040745214731272,1.0,12,random_lp_B,RandomLP B,random_lp
Full,50,1.0,0.0,0.1500022249917189,0.0040745214731272,1.0,12,random_lp_B,RandomLP B,random_lp
OursEstC,5,1.0000000000000002,1.913226103889729e-16,0.0081676999980118,0.0004860216174393,1.0,12,random_lp_B,RandomLP B,random_lp
OursEstC,10,1.0000000000000002,1.913226103889729e-16,0.0081676999980118,0.0004860216174393,1.0,12,random_lp_B,RandomLP B,random_lp
OursEstC,20,1.0000000000000002,1.913226103889729e-16,0.0081676999980118,0.0004860216174393,1.0,12,random_lp_B,RandomLP B,random_lp
OursEstC,30,1.0000000000000002,1.913226103889729e-16,0.0081676999980118,0.0004860216174393,1.0,12,random_lp_B,RandomLP B,random_lp
OursEstC,40,1.0000000000000002,1.913226103889729e-16,0.0081676999980118,0.0004860216174393,1.0,12,random_lp_B,RandomLP B,random_lp
OursEstC,50,1.0000000000000002,1.913226103889729e-16,0.0081676999980118,0.0004860216174393,1.0,12,random_lp_B,RandomLP B,random_lp
PCA,5,0.0223864327354287,0.0006810482049636,0.009485141665209,0.000607230339844,1.0,12,random_lp_B,RandomLP B,random_lp
PCA,10,0.0223864327354287,0.0006810482049636,0.0134041333415855,0.0007579146552469,1.0,12,random_lp_B,RandomLP B,random_lp
PCA,20,0.0223864327354287,0.0006810482049636,0.0192192499816882,0.0005816113559853,1.0,12,random_lp_B,RandomLP B,random_lp
PCA,30,0.0223864327354287,0.0006810482049636,0.0259703166763453,0.0007927725527982,1.0,12,random_lp_B,RandomLP B,random_lp
PCA,40,0.0223864327354287,0.0006810482049636,0.0247824916829509,0.0007581661163396,1.0,12,random_lp_B,RandomLP B,random_lp
PCA,50,0.0223864327354287,0.0006810482049636,0.0228832083230372,0.0009514284581534,1.0,12,random_lp_B,RandomLP B,random_lp
Rand,5,0.0261144160088101,0.0006213859727883,0.0051823583457411,0.0002604528046378,1.0,36,random_lp_B,RandomLP B,random_lp
Rand,10,0.0300010894084944,0.0006022477986883,0.0087642638957023,0.0003850027630924,1.0,36,random_lp_B,RandomLP B,random_lp
Rand,20,0.0378373907992844,0.0014215524289984,0.0126194805391908,0.0003393831885567,1.0,36,random_lp_B,RandomLP B,random_lp
Rand,30,0.0444124900456867,0.0016946689764239,0.0174853527860249,0.000642859286573,1.0,36,random_lp_B,RandomLP B,random_lp
Rand,40,0.0786622742274136,0.0017139093648967,0.025453894431444,0.0009107002249591,1.0,36,random_lp_B,RandomLP B,random_lp
Rand,50,0.1039824799297528,0.0060578117019635,0.0244712388828499,0.0007337800891196,1.0,36,random_lp_B,RandomLP B,random_lp
SGA,5,0.3025810249823442,0.0005983785790082,0.0093141250060094,0.0006344033450685,1.0,12,random_lp_B,RandomLP B,random_lp
SGA,10,0.302874600528727,0.0005982007756202,0.0147386916990701,0.0004490850579438,1.0,12,random_lp_B,RandomLP B,random_lp
SGA,20,0.3030040194655969,0.0005981965258247,0.0244868583395145,0.0007843717251808,1.0,12,random_lp_B,RandomLP B,random_lp
SGA,30,0.3028808246746186,0.0005981257015439,0.0316451916781564,0.0014651030785699,1.0,12,random_lp_B,RandomLP B,random_lp
